Image_ID,ellipse_diameter,circle_diameter,real_depth,relative_depth,number_of_pixel,Target_Diameter,Circle_Error_Metric,Circle_Error_Percent,Ellipse_Error_Metric,Ellipse_Error_Percent
10,0.045776397,0.04587244774658428,0.45716274,0.99411434,109501,0.038,0.007872447746584278,20.716967754169154,0.007776397000000004,20.46420263157896
14,0.03555521,0.035662978858632316,0.26781136,0.72915566,192856,0.038,-0.002337021141367683,-6.150055635178114,-0.0024447900000000022,-6.433657894736848
15,0.044959515,0.04503049364196434,0.50913286,1.0668359,85076,0.038,0.007030493641964342,18.5012990578009,0.0069595149999999995,18.314513157894734
16,0.057646498,0.05593211019854039,0.42058337,0.9429289,192342,0.038,0.017932110198540394,47.18976368036946,0.019646498,51.701310526315794
17,0.048615415,0.048637946686038214,0.6012537,1.1957402,71169,0.038,0.010637946686038215,27.99459654220583,0.010615415000000003,27.935302631578956
18,0.050681204,0.05029237506288815,0.5019248,1.0567497,109190,0.038,0.012292375062888154,32.348355428653036,0.012681204000000001,33.37158947368422
19,0.03686592,0.03659288786304005,0.38717735,0.896184,97147,0.038,-0.0014071121369599524,-3.702926676210401,-0.0011340799999999956,-2.9844210526315673
23,0.034658365,0.03340585913381222,0.29196697,0.7629565,142375,0.038,-0.004594140866187778,-12.089844384704678,-0.0033416350000000025,-8.793776315789481
24,0.05091426,0.049469675344517974,0.7584249,1.4156692,46271,0.038,0.011469675344517975,30.183356169784147,0.012914260000000004,33.984894736842115
25,0.037295774,0.036261243006943916,0.5770848,1.1619208,42940,0.038,-0.0017387569930560828,-4.575676297516008,-0.0007042260000000022,-1.8532263157894795
26,0.035908762,0.03551890896168856,0.53337044,1.1007514,48230,0.038,-0.002481091038311442,-6.529186942924847,-0.002091238000000002,-5.503257894736848
27,0.050725665,0.050546947933800226,0.7435377,1.3948377,50262,0.038,0.012546947933800227,33.01828403631639,0.012725665000000004,33.48859210526317
8,0.033187676,0.03227357170795493,0.21646747,0.65731037,241749,0.038,-0.005726428292045067,-15.069548136960703,-0.004812324,-12.664010526315788
9,0.046730164,0.04685902033066663,0.4646836,1.0046382,110593,0.038,0.008859020330666628,23.313211396491127,0.008730163999999999,22.974115789473682
